大学名称,所在地,隶属,院士,硕士点,类型,重点学科,博士点,地址,平均线,是否985,是否211,是否自主招生
南昌工程学院,南昌,江西省教育厅,0,0,工科,4,0, 江西省南昌市高新开发区天祥大道289号,397,否,否,否
江苏科技大学,镇江,江苏省教育厅,0,60,工科,1,8, 江苏省镇江市梦溪路2号,410,否,否,否
山西传媒学院,太原,山西省教育厅,0,0,综合,0,0, 山西太原市五龙口街118号,412,否,否,否
江西科技学院,无,江西省教育厅,0,0,综合,0,0, 江西省南昌市昌东瑶湖高校园区,420,否,否,否
西安航空学院,无,陕西省教育厅,0,0,工科,0,0, 陕西省西安市西二环259号,447,否,否,否
西安科技大学高新学院,西安,陕西省教育厅,0,0,工科,0,0, 陕西省西安市子午大道中段39号,460.5,否,否,否
中国医科大学,沈阳,辽宁省教育厅,12,61,医药,34,52, 辽宁省沈阳市和平区北二马路92号,582,否,否,是
南京邮电大学,南京,江苏省教育厅,1,44,工科,4,17, 江苏省南京市新模范马路66号,545,否,否,是
电子科技大学成都学院,成都,四川省教育厅,0,0,工科,0,0, 四川省成都市高新西区百叶路1号电子科技大学成...,466,否,否,否
同济大学浙江学院,嘉兴,浙江省教育厅,0,0,综合,0,0, 浙江省嘉兴市商务大道168号,467,否,否,否
三峡大学科技学院,宜昌,湖北省教育厅,0,0,工科,0,0, 湖北省宜昌市大学路18号,467,否,否,否
哈尔滨华德学院,无,黑龙江省教育厅,0,0,工科,0,0, 哈尔滨市利民开发区学院路5号,467,否,否,否
成都东软学院,无,四川省教育厅,0,0,工科,0,0, 四川省成都市都江堰青城山镇东软大道一号,467,否,否,否
长春科技学院,长春,吉林省教育厅,0,0,农业,0,0, 吉林省长春市双阳区东华大街1699号,468,否,否,否
东华理工大学长江学院,南昌,江西省教育厅,0,0,工科,0,0, 江西省抚州市羊城路154号,468,否,否,否
昆明理工大学津桥学院,昆明,云南省教育厅,0,0,工科,0,0, 云南省昆明市国家高新技术产业开发区海源北路1...,468,否,否,否
安徽财经大学商学院,蚌埠,安徽省教育厅,0,0,财经,0,0, 安徽省蚌埠市宏业路255号,469,否,否,否
石家庄铁道大学四方学院,石家庄,河北省教育厅,0,0,工科,0,0, 石家庄市装院路甲一号,469,否,否,否
长沙理工大学城南学院,长沙,湖南省教育厅,0,0,工科,0,0, 湖南省长沙市赤岭路45号,469,否,否,否
厦门大学嘉庚学院,厦门,福建省教育厅,0,0,综合,0,0, 福建省招商局漳州开发区厦门大学漳州校区嘉庚学...,470,否,否,否
青岛农业大学海都学院,莱阳,山东省教育厅,0,0,综合,0,0, 山东省莱阳市文化路65号,470,否,否,否
济南大学泉城学院,济南,山东省教育厅,0,0,综合,0,0, 山东省济南市舜耕路13号,470,否,否,否
南京邮电大学通达学院,南京,江苏省教育厅,0,0,综合,0,0, 南京市新模范马路66号,470,否,否,否
无锡太湖学院,无,江苏省教育厅,0,0,综合,0,0, 江苏省无锡市钱荣路68号,470,否,否,否
武昌理工学院,武汉,湖北省教育厅,0,0,工科,0,0, 武汉市武昌江夏大道18号,470,否,否,否
石家庄经济学院华信学院,石家庄,河北省教育厅,0,0,财经,0,0, 河北省石家庄市汇丰路18号,471,否,否,否
河北工程大学科信学院,邯郸,河北省教育厅,0,0,工科,0,0, 河北省邯郸市光明南大街199号,471,否,否,否
沈阳工学院,抚顺,辽宁省教育厅,0,0,工科,0,0, 辽宁省抚顺经济开发区滨河路东段1号,471,否,否,否
长春建筑学院,无,吉林省教育厅,0,0,工科,0,0, 吉林省长春市双阳区奢岭高校园区,471,否,否,否
长春财经学院,长春,吉林省教育厅,0,0,综合,0,0, 长春市净月经济开发区擎天树街58号,472,否,否,否
西安培华学院,无,陕西省教育厅,0,0,综合,0,0, 长安校区：西安市长安区培华南路；高新校区：西安市高新区白沙路南段2号；郭杜校区：西安市长安区学府大道&,472,否,否,否
天津大学仁爱学院,天津,天津市教育委员会,0,0,综合,0,0, 天津市团泊新城博学苑,472,否,否,否
齐鲁医药学院,无,山东省教育厅,0,0,医药,0,0, 山东省淄博市博山经济开发区西过境路246号,472,否,否,否
大连医科大学中山学院,大连,辽宁省教育厅,0,0,医药,0,0, 大连市高新园区爱贤街28号,472,否,否,否
中国地质大学长城学院,保定,河北省教育厅,0,0,综合,0,0, 河北省保定市南二环路1698号,473,否,否,否
江西师范大学科学技术学院,南昌,江西省教育厅,0,0,综合,0,0, 江西省南昌市北京西路437号,473,否,否,否
西南财经大学天府学院,成都,四川省教育厅,0,0,财经,0,0, 四川省成都市光华村街55号电子商务学院,473,否,否,否
青岛大学,青岛,山东省教育厅,3,178,综合,2,35, 青岛市宁夏路308号,无,否,否,否
辽宁对外经贸学院,无,辽宁省教育厅,0,0,财经,0,0, 辽宁省大连市旅顺经济开发区顺乐街33号,473,否,否,否
江西师范大学,南昌,江西省教育厅,10,52,师范,8,29, ［瑶湖校区］江西省南昌市紫阳大道99号，［青山湖校区］江西省南昌市北京西路437号，［青云谱校区］迎宾大?,无,否,否,否
河南农业大学,郑州,河南省教育厅,14,80,农业,3,29, 河南郑州文化路95号,无,否,否,否
汕头大学,汕头,广东省教育厅,1,94,综合,1,26, 广东省汕头市大学路243号,无,否,否,否
上海师范大学,上海,上海市教育委员会,5,93,师范,2,24, 上海市桂林路100号,无,否,否,否
辽宁何氏医学院,沈阳,辽宁省教育厅,0,0,医药,0,0, 沈阳市棋盘山国际风景旅游开发区,473,否,否,否
长沙医学院,无,湖南省教育厅,0,0,医药,0,0, 湖南省长沙市岳麓区望城坡雷锋大道九公里,473,否,否,否
广州大学,广州,广东省教育厅,2,177,综合,5,20, 广州市广园中路248号,无,否,否,否
福建师范大学,福州,福建省教育厅,3,50,师范,1,19, 福建省福州市仓山区上三路8号,无,否,否,否
甘肃农业大学,兰州,甘肃省教育厅,1,44,农业,1,19, 兰州市安宁区营门村1号,无,否,否,否
大连东软信息学院,大连,无,0,0,工科,0,0, 大连市软件园路8号,473,否,否,否
大连理工大学城市学院,大连,辽宁省教育厅,0,0,工科,0,0, 大连经济技术开发区铁山西路31号,473,否,否,否
河北联合大学冀唐学院,唐山,河北省教育厅,0,30,医药,0,0, 河北省唐山市丰南区正泰街29号,474,否,否,否
天津理工大学中环信息学院,天津,天津市教育委员会,0,0,综合,0,0, 天津市西青区杨柳青柳口路99号,474,否,否,否
浙江中医药大学,无,浙江省教育厅,1,46,医药,25,14, 杭州市滨江区滨文路548号,无,否,否,否
华北理工大学轻工学院,唐山,河北省教育厅,0,0,工科,0,0, 河北唐山高新技术产业园区大学西道11号。,474,否,否,否
内蒙古工业大学,无,内蒙古自治区教育厅,5,86,工科,9,13, 内蒙古自治区呼和浩特市新城区爱民街49号,无,否,否,否
深圳大学,深圳,广东省教育厅,17,55,综合,11,12, 深圳市南山区南海大道3688号,无,否,否,否
福建农林大学,金山,福建省教育厅,7,23,农业,1,11, 福建省福州市金山福建农林大学,无,否,否,否
湖北大学,武汉,湖北省教育厅,2,125,综合,19,9, 湖北省武汉市武昌学院路11号,无,否,否,否
武汉理工大学华夏学院,武汉,湖北省教育厅,0,0,工科,0,0, 武汉东湖新技术开发区关山大道489号武汉理工...,474,否,否,否
吉林建筑大学城建学院,长春,吉林省教育厅,0,0,工科,0,0, 吉林省长春市绿园区迎宾路1666号,474,否,否,否
曲阜师范大学,曲阜,山东省教育厅,3,41,师范,0,7, 山东省曲阜市轩西路57号,无,否,否,否
太原理工大学现代科技学院,太原,山西省教育厅,0,0,工科,0,0, 山西省太原市新晋祠路45号,474,否,否,否
北京交通大学海滨学院,黄骅,河北省教育厅,0,0,综合,0,0, 河北省黄骅市学院西路9号,475,否,否,否
南京中医药大学翰林学院,南京,江苏省教育厅,0,0,综合,0,0, 南京市仙林大道138号,475,否,否,否
武汉工程大学,武汉,湖北省教育厅,10,55,工科,15,5, 湖北武汉市洪山区雄楚大街693号,无,否,否,否
上海财经大学浙江学院,金华,浙江省教育厅,0,0,综合,0,0, 浙江省金华市环城南路99号,475,否,否,否
河北外国语学院,石家庄,河北省教育厅,0,0,综合,0,0, 石家庄红旗南大街汇丰西路29号,475,否,否,否
沈阳化工大学,沈阳,辽宁省教育厅,4,23,工科,5,4, 沈阳市经济技术开发区11号街,无,否,否,否
辽宁师范大学,大连,辽宁省教育厅,2,132,师范,2,4, 辽宁大连市沙河口区黄河路850号,无,否,否,否
江西农业大学,南昌,江西省教育厅,1,19,农业,1,3, 江西省南昌经济技术开发区志敏大道1101号,无,否,否,否
天津财经大学珠江学院,天津,天津市教育委员会,0,0,综合,0,0, 天津市宝坻区京津新城珠江北环东路2号,475,否,否,否
江西财经大学现代经济管理学院,南昌,江西省教育厅,0,0,财经,0,0, 江西省南昌市昌北经济技术开发区,475,否,否,否
辽宁医学院医疗学院,锦州,辽宁省教育厅,0,0,医药,0,0, 辽宁省锦州市高新技术产业园区昆明街2A号,475,否,否,否
黑龙江外国语学院,无,黑龙江省教育厅,0,0,师范,0,0, 黑龙江省哈尔滨市利民开发区恒星路1号,475,否,否,否
北京城市学院,北京,北京市教育委员会,0,0,综合,0,0, 北京市海淀区北四环中路 269 号,476,否,否,否
北京工业大学耿丹学院,北京,北京市教育委员会,0,0,综合,0,0, 北京市顺义区牛栏山镇牛富路牛山段3号,476,否,否,否
北京科技大学天津学院,天津,天津市教育委员会,0,0,综合,0,0, 天津市宝坻区京津新城珠江北环东路1号,476,否,否,否
大连财经学院,大连,辽宁省教育厅,0,0,财经,0,0, 辽宁省大连市经济技术开发区人文街80号,476,否,否,否
黑龙江八一农垦大学,大庆,黑龙江省教育厅,1,22,农业,6,2, 大庆高新技术产业开发区,无,否,否,否
西安交通大学城市学院,西安,陕西省教育厅,0,0,工科,0,0, 西安市北经济技术开发区尚稷路8715号,476,否,否,否
长春理工大学光电信息学院,长春,吉林省教育厅,0,0,工科,0,0, 长春市高新技术产业开发区博才路399号,476,否,否,否
北京邮电大学世纪学院,北京,北京市教育委员会,0,0,综合,0,0, 北京市大兴区黄村镇狼垡,477,否,否,否
内蒙古师范大学,呼和浩特,内蒙古自治区教育厅,5,71,师范,18,1, 内蒙古呼和浩特市赛罕区昭乌达路295号,无,否,否,否
燕京理工学院,三河市,河北省教育厅,0,0,综合,0,0, 京东燕郊经济技术开发区迎宾北路45号,477,否,否,否
广州医科大学,广州,广东省教育厅,1,28,医药,8,1, 广州市东风西路195号,无,否,否,否
天津商业大学宝德学院,天津,天津市教育委员会,0,0,财经,0,0, 天津市西青区津静路28号,477,否,否,否
南京航空航天大学金城学院,南京,江苏省教育厅,0,0,工科,0,0, 南京市江宁区禄口航金大道99号,477,否,否,否
河北大学工商学院,保定,河北省教育厅,0,0,综合,0,0, 河北省保定市七一东路2666号,478,否,否,否
北京工商大学嘉华学院,北京,北京市教育委员会,0,0,财经,0,0, 北京市通州区宋庄南路甲一号 B203室,478,否,否,否
湖南理工学院南湖学院,岳阳,湖南省教育厅,0,0,工科,0,0, 湖南省岳阳市学院路439号,478,否,否,否
文华学院,武汉,湖北省教育厅,0,0,工科,0,0, 湖北省武汉市东湖高新技术开发区文华园路8号,478,否,否,否
北京理工大学珠海学院,珠海,广东省教育厅,0,0,综合,0,0, 广东珠海唐家湾金凤路6号北京理工大学珠海学院...,479,否,否,否
西安工业大学北方信息工程学院,西安,陕西省教育厅,0,0,工科,0,0, 西安市灞桥区洪庆,479,否,否,否
河北工业大学城市学院,天津,河北省教育厅,0,0,工科,0,0, 天津市红桥区光荣道29号,479,否,否,否
中国传媒大学南广学院,南京,江苏省教育厅,0,0,艺术,0,0, 江苏省南京市江宁区科学园弘景大道3666号,480,否,否,否
北京第二外国语学院中瑞酒店管理学院,北京,无,0,0,综合,0,0, 北京市大兴区庞各庄镇工业区田园路11号,481,否,否,否
江西中医药大学科技学院,南昌,江西省教育厅,0,0,医药,0,0, 江西省南昌市抚生路666号,481,否,否,否
燕山大学里仁学院,秦皇岛,河北省教育厅,0,0,工科,0,0, 河北省秦皇岛市河北大街438号,481,否,否,否
江西农业大学南昌商学院,南昌,江西省教育厅,0,0,综合,0,0, 江西省南昌市庐山中大道888号,482,否,否,否
江西理工大学,赣州,江西省教育厅,1,65,工科,12,0, 江西省赣州市红旗大道86号,无,否,否,否
武汉纺织大学,武汉,湖北省教育厅,1,44,工科,11,0, 湖北武汉武昌鲁巷纺织路1号,无,否,否,否
云南大学旅游文化学院,丽江,云南省教育厅,0,0,综合,0,0, 云南省丽江市古城区玉泉路,482,否,否,否
聊城大学,聊城,山东省教育厅,7,120,综合,10,0, 山东省聊城市湖南路1号,无,否,否,否
湖北科技学院,咸宁,湖北省教育厅,1,0,综合,10,0, 湖北省咸宁市咸宁大道88号,无,否,否,否
沈阳师范大学,沈阳,辽宁省教育厅,2,59,师范,9,0, 辽宁省沈阳市皇姑区黄河北大街253号,无,否,否,否
昆明医科大学海源学院,昆明,云南省教育厅,0,0,医药,0,0, 中国云南昆明高新技术产业开发区海源北路3...,482,否,否,否
武汉工程科技学院,武汉,湖北省教育厅,0,0,工科,0,0, 武汉市江夏区纸坊熊廷弼街特八号,482,否,否,否
中国石油大学胜利学院,东营,山东省教育厅,0,0,工科,0,0, 山东省东营市济南路1号,482,否,否,否
南京审计学院金审学院,南京,江苏省教育厅,0,0,综合,0,0, 江苏省南京市浦口区江浦街道雨山西路86号，江苏省南京市鼓楼区北圩路77号,483,否,否,否
山西大学商务学院,太原,山西省教育厅,0,0,财经,0,0, 山西省太原市太榆路武宿机场南,483,否,否,否
遵义医学院,遵义,贵州省教育厅,1,17,医药,8,0, 贵州省遵义市大连路201号,无,否,否,否
安徽建筑大学城市建设学院,合肥,安徽省教育厅,0,0,工科,0,0, 合肥市槽郢路15号,483,否,否,否
天津医科大学临床医学院,天津,天津市教育委员会,0,0,医药,0,0, 天津市大港区学苑路167号,484,否,否,否
北京中医药大学东方学院,廊坊,河北省教育厅,0,0,综合,0,0, 东方大学城（廊坊）一期南教学区,485,否,否,否
山西财经大学华商学院,太原,山西省教育厅,0,0,财经,0,0, 山西省太原市坞城南路79号,485,否,否,否
南开大学滨海学院,天津,天津市教育委员会,0,0,综合,0,0, 天津市大港区学府路 634 号,486,否,否,否
河北医科大学临床学院,石家庄,河北省教育厅,0,0,医药,0,0, 石家庄市建华南大街309号,487,否,否,否
杭州师范大学,杭州,浙江省教育厅,8,39,师范,6,0, 杭州下沙高教园区学林街16号,无,否,否,否
河南理工大学万方科技学院,焦作,河南省教育厅,0,0,工科,0,0, 焦作校区：河南省焦作市解放中路142号　　郑...,488,否,否,否
大连民族大学,大连,国家民族事务委员会,1,18,民族,6,0, 辽宁大连经济开发区辽河西路18号,无,否,否,否
华北电力大学科技学院,保定,河北省教育厅,0,0,工科,0,0, 河北省保定市瑞祥大街282号,489,否,否,否
井冈山大学,吉安,江西省教育厅,4,0,综合,6,0, 江西省吉安市青原区学苑路28号,无,否,否,否
吉林大学珠海学院,珠海,广东省教育厅,0,0,综合,0,0, 广东省珠海市金湾区草堂湾,494,否,否,否
广东金融学院,广州,广东省教育厅,0,0,财经,0,0, 广东省广州市天河区龙洞迎福路527号,495,否,否,否
湖南理工学院,岳阳,湖南省教育厅,0,0,工科,4,0, 湖南省岳阳市学院路,497,否,否,否
安徽农业大学,合肥,安徽省教育厅,0,96,农业,1,37, 安徽省合肥市长江西路130号,498,否,否,否
长春工业大学,长春,吉林省教育厅,0,35,工科,9,0, 吉林省长春市朝阳区延安大街2055号,498,否,否,否
中国计量学院现代科技学院,杭州,浙江省教育厅,0,0,工科,0,0, 浙江省杭州市下沙高教园区学源街,499,否,否,否
湖北民族学院,恩施,湖北省教育厅,1,6,民族,5,0, 湖北省恩施市学院路39号,无,否,否,否
济宁医学院,济宁,山东省教育厅,0,0,医药,4,0, 济宁市北湖新区荷花路16号,500,否,否,否
齐齐哈尔医学院,齐齐哈尔,黑龙江省教育厅,0,0,医药,3,0, 黑龙江省齐齐哈尔市建华区卜奎北大街333号,500,否,否,否
大连大学,大连,辽宁省教育厅,0,35,综合,0,0, 大连市经济技术开发区学府大街10号,500,否,否,否
南通大学,南通,江苏省教育厅,0,17,综合,1,1, 江苏省南通市啬园路9号,501,否,否,否
湖南科技大学,湘潭,湖南省教育厅,0,125,综合,0,0, 湖南省湘潭市桃园路,501,否,否,否
廊坊师范学院,廊坊,河北省教育厅,0,0,师范,0,0, 河北省廊坊市爱民西道100号,501,否,否,否
西安科技大学,西安,陕西省教育厅,0,92,工科,1,28, 陕西省西安市雁塔中路58号,502,否,否,否
西南民族大学,成都,国家民族事务委员会,0,100,民族,7,7, 四川省成都市一环路南四段16号,502,否,否,否
河北建筑工程学院,张家口,河北省教育厅,0,0,工科,2,0, 河北省张家口市建国路33号,502,否,否,否
上海工程技术大学,无,上海市教育委员会,0,4,工科,0,0, 上海市龙腾路333号,503,否,否,是
西安财经学院,西安,陕西省教育厅,0,5,财经,4,0, 陕西省西安市小寨东路64号,503,否,否,否
沈阳工程学院,沈阳市,辽宁省教育厅,0,0,工科,0,0, 沈阳市沈北新区蒲昌路18号,503,否,否,否
新疆医科大学,乌鲁木齐,新疆维吾尔自治区教育厅,0,53,医药,5,4, 中国.新疆 乌鲁木齐市新医路8号,504,否,否,否
昆明医科大学,昆明,云南省教育厅,0,33,医药,14,1, 昆明市人民西路191号,504,否,否,否
河北北方学院,张家口,河北省教育厅,0,4,医药,13,0, 河北省张家口市长青路14号,504,否,否,否
大连工业大学,大连,辽宁省教育厅,3,28,工科,3,0, 辽宁省大连市甘井子区轻工苑1号,无,否,否,否
河南中医学院,郑州,河南省教育厅,0,55,医药,7,0, 河南省郑州市金水路一号,504,否,否,否
浙江海洋学院,无,浙江省教育厅,1,21,农业,3,0, 浙江省舟山市定海区海院路18号,无,否,否,否
湖南工业大学,株洲,湖南省教育厅,6,19,工科,3,0, 湖南省株洲市天元区泰山西路,无,否,否,否
湖北医药学院,十堰,湖北省教育厅,0,0,医药,8,0, 湖北省十堰市人民南路30号,505,否,否,否
大理大学,大理,云南省教育厅,0,0,综合,5,0, 云南省大理市古城学府路,505,否,否,否
绍兴文理学院,绍兴,浙江省教育厅,8,3,师范,3,0, 浙江省绍兴市环城西路508号,无,否,否,否
安徽建筑大学,合肥,安徽省教育厅,0,31,工科,0,0, 安徽省合肥市金寨南路856号（北校区）；合肥经济开发技术区紫云路292号（南校区）,505,否,否,否
淮海工学院,连云港,江苏省教育厅,0,5,工科,0,0, 江苏省连云港市新浦区苍梧路59号,505,否,否,否
滨州学院,滨州市,山东省教育厅,8,0,师范,3,0, 山东省滨州市黄河五路391号,无,否,否,否
邵阳学院,邵阳,湖南省教育厅,2,0,工科,3,0, 邵阳市西区李子园,无,否,否,否
北华航天工业学院,廊坊,河北省教育厅,0,0,工科,0,0, 河北省廊坊市爱民东道133号,505,否,否,否
哈尔滨商业大学,哈尔滨,黑龙江省教育厅,0,77,财经,6,19, 哈尔滨市松北区学海街1号,506,否,否,否
湖南中医药大学,长沙,湖南省教育厅,0,23,医药,31,14, 湖南省长沙市含浦科教园区,506,否,否,否
南华大学,衡阳,湖南省教育厅,0,107,综合,0,11, 湖南省衡阳市常胜西路28号,506,否,否,否
大连海洋大学,大连,辽宁省教育厅,0,18,农业,4,0, 辽宁省大连市沙河口区黑石礁街52号,506,否,否,否
湖南商学院,长沙,湖南省教育厅,0,0,财经,4,0, 湖南省长沙市岳麓区岳麓大道569号,506,否,否,否
齐齐哈尔大学,齐齐哈尔,黑龙江省教育厅,0,72,综合,0,0, 黑龙江省齐齐哈尔市建华区文化大街42号,506,否,否,否
徐州工程学院,徐州,江苏省教育厅,3,0,工科,2,0, 江苏省徐州市南三环,无,否,否,否
湖南人文科技学院,娄底市,湖南省教育厅,1,0,综合,2,0, 湖南省娄底市娄星区氐星路,无,否,否,否
江西中医药大学,南昌,江西省教育厅,0,30,医药,0,0, 江西省南昌市湾里区云湾路818号,507,否,否,否
防灾科技学院,三河市,中国地震局,0,0,工科,0,0, 北京东燕郊经济开发区,507,否,否,否
哈尔滨师范大学,哈尔滨,黑龙江省教育厅,0,154,师范,10,47, 松北校区:哈尔滨市利民经济技术开发区师大南路1号；江南校区:哈尔滨市南岗区和兴路50号,508,否,否,否
山西师范大学,临汾,山西省教育厅,0,137,师范,0,13, 山西省临汾市尧都区贡院街1号,508,否,否,否
山西中医学院,太原,山西省教育厅,0,3,医药,5,0, 山西省太原市晋祠路一段89号,508,否,否,否
长春工程学院,长春,吉林省教育厅,0,0,工科,1,0, 吉林省长春市朝阳区宽平大路395号,508,否,否,否
河北工程大学,邯郸,河北省教育厅,0,21,工科,0,0, 河北省邯郸市光明南大街199号,508,否,否,否
云南财经大学,昆明市,云南省教育厅,0,45,财经,12,0, 云南省昆明市龙泉路237号,509,否,否,否
天津职业技术师范大学,天津市,天津市教育委员会,0,10,师范,9,0, 天津市河西区大沽南路1310号,509,否,否,否
北华大学,吉林,吉林省教育厅,0,133,综合,7,0, 吉林市华山路3999号,509,否,否,否
中南林业科技大学,长沙,湖南省教育厅,0,84,林业,3,0, 湖南省长沙市韶山南路498号（长沙校区），  湖南省株洲市（株洲校区）,509,否,否,否
河南财经政法大学,郑州,河南省教育厅,0,61,财经,0,0, 河南省郑州市文化路80号,509,否,否,否
天津农学院,天津市,天津市教育委员会,0,4,农业,0,0, 天津市西青区津静公路22号,509,否,否,否
南京森林警察学院,南京,国家林业局,0,0,政法,0,0, 江苏省南京市仙林大学城文澜路28号,509,否,否,否
浙江财经大学,杭州,浙江省教育厅,0,50,财经,24,1, 中国·浙江省杭州市下沙高教园区学源街18号,510,否,否,否
北京联合大学,北京市,北京市教育委员会,0,3,综合,24,0, 北京市朝阳区北四环东路97号,510,否,否,否
沈阳理工大学,沈阳市,辽宁省教育厅,0,28,工科,4,0, 辽宁省沈阳市浑南新区南屏中路6号(校本部),510,否,否,否
天津工业大学,天津市,天津市教育委员会,0,44,工科,12,13, 天津市西青区宾水西道399号,511,否,否,否
辽宁医学院,锦州,辽宁省教育厅,0,67,医药,5,7, 辽宁省锦州市人民街五段48号,511,否,否,否
山西财经大学,太原,山西省教育厅,0,56,财经,0,3, 山西省太原市坞城路696号,511,否,否,否
大连交通大学,大连,辽宁省教育厅,0,19,工科,2,2, 辽宁省大连市沙河口区黄河路794号,511,否,否,否
四川医科大学,泸州,四川省教育厅,0,21,医药,0,0, 四川泸州市忠山路3段319号,511,否,否,否
首都体育学院,北京市,北京市教育委员会,0,5,体育,0,0, 北京市海淀区北三环西路11号,511,否,否,否
吉林建筑大学,长春,吉林省教育厅,0,12,工科,0,0, 吉林省长春市新城大街5088号,512,否,否,否
承德医学院,无,河北省教育厅,0,4,医药,0,0, 河北省承德市上二道河子承德医学院,512,否,否,否
河北金融学院,保定,河北省教育厅,0,0,财经,0,0, 河北省保定市恒祥北大街3188号,512,否,否,否
淮北师范大学,淮北,安徽省教育厅,2,76,师范,0,0, 安徽省淮北市东山路100号,无,否,否,否
桂林电子科技大学,桂林,广西壮族自治区教育厅,0,34,工科,21,1, 广西区桂林市金鸡路1号,513,否,否,否
河北中医学院,石家庄,河北省,0,17,医药,4,1, 河北鹿泉经济开发区杏苑路3号,513,否,否,否
华东交通大学,南昌,江西省教育厅,0,17,工科,13,0, 江西省南昌市昌北开发区双港东大街808号,513,否,否,否
金陵科技学院,南京市,江苏省教育厅,0,0,综合,2,0, 南京市江宁区弘景大道99号,513,否,否,否
武汉轻工大学,武汉,湖北省教育厅,3,51,工科,0,0, 湖北省武汉市汉口常青花园中环西路特1号,无,否,否,否
山西医科大学,太原,山西省教育厅,0,64,医药,1,45, 山西省太原市新建南路56号,514,否,否,否
南京中医药大学,南京,江苏省教育厅,0,38,医药,3,25, 南京仙林大学城仙林大道138号,514,否,否,否
齐鲁工业大学,济南,山东省教育厅,3,45,工科,0,0, 山东省济南市西部新城大学科技园,无,否,否,否
安徽财经大学,蚌埠市,安徽省教育厅,0,56,财经,0,0, 安徽省蚌埠市曹山路962号,514,否,否,否
西安理工大学,西安,陕西省教育厅,0,83,工科,26,30, 陕西省西安市金花南路5号,515,否,否,否
滨州医学院,滨州,山东省教育厅,0,29,医药,6,0, 山东省滨州市黄河三路522号(滨州校区)  山东省烟台市莱山区观海路346号（烟台校区）,515,否,否,否
中国劳动关系学院,北京市,中华全国总工会,0,0,财经,1,0, 北京市海淀区增光路45号,515,否,否,否
山东财经大学,济南,山东省教育厅,0,73,财经,0,0, 山东省济南市历下区东二环东路7366号,515,否,否,否
江苏师范大学,徐州,江苏省教育厅,3,31,师范,0,0, 江苏省徐州市铜山区上海路101号,无,否,否,否
北方民族大学,银川,国家民族事务委员会,1,31,民族,0,0, 宁夏银川市西夏区文昌北街204号,无,否,否,否
重庆工商大学,重庆市,重庆市教育委员会,0,8,综合,0,0, 重庆市南岸区学府大道19号,515,否,否,否
南京工程学院,南京,江苏省教育厅,0,0,工科,0,0, 南京市江宁科学园弘景大道1号,515,否,否,否
杭州电子科技大学,杭州,浙江省教育厅,0,66,工科,1,9, 浙江省杭州市下沙高教园区,516,否,否,否
景德镇陶瓷学院,景德镇,江西省教育厅,1,23,工科,0,0, 江西省景德镇陶瓷学院,无,否,否,否
海南医学院,海口市,海南省教育厅,0,10,医药,2,6, 海南省海口市龙华区学院路,516,否,否,否
太原科技大学,太原市,山西省教育厅,0,42,工科,4,2, 山西省太原市万柏林区瓦流路138号,516,否,否,否
西北政法大学,西安,陕西省教育厅,0,21,政法,10,0, 西安市长安南路300号,516,否,否,否
大连外国语大学,大连,辽宁省教育厅,0,22,语言,3,0, 大连市旅顺南路西段6号,516,否,否,否
江汉大学,武汉,湖北省教育厅,1,16,综合,0,0, 湖北武汉经济技术开发区,无,否,否,否
北京服装学院,北京市,北京市教育委员会,0,12,工科,3,0, 北京市朝阳区樱花东街甲2号,516,否,否,否
中国民用航空飞行学院,广汉,中国民用航空总局,0,0,工科,0,0, 四川省广汉市,516,否,否,否
沈阳建筑大学,沈阳市,辽宁省教育厅,0,36,工科,8,1, 沈阳市浑南新区浑南东路9号,517,否,否,否
沈阳大学,沈阳,辽宁省教育厅,1,10,综合,0,0, 辽宁省沈阳市大东区望花南街21号,无,否,否,否
海南师范大学,海口,海南省教育厅,0,12,师范,0,0, 海南省海口市龙昆南路99号,517,否,否,否
四川外国语大学,重庆市,重庆市教育委员会,0,0,语言,0,0, 重庆市沙坪坝区烈士墓壮志路33号,517,否,否,否
北京石油化工学院,北京市,北京市教育委员会,0,0,工科,0,0, 北京市大兴区黄村镇清源北路19号,517,否,否,否
浙江工商大学,杭州,浙江省教育厅,0,89,财经,1,21, 浙江省杭州市下沙高教园区学正街18号,518,否,否,否
浙江理工大学,杭州,浙江省教育厅,0,106,工科,0,14, 杭州下沙高教园区,518,否,否,否
吉林财经大学,长春,吉林省教育厅,0,8,财经,0,0, 吉林省长春市净月大街3699号,519,否,否,否
河南科技学院,新乡市,河南省教育厅,3,5,师范,0,0, 河南省新乡市华兰大道河南科技学院,无,否,否,否
中华女子学院,北京市,中华全国妇女联合会,0,0,语言,0,0, 北京市朝阳区育慧东路1号,519,否,否,否
中南民族大学,武汉,国家民族事务委员会,0,104,民族,13,7, 湖北省武汉市洪山区民院路708号,520,否,否,否
中央司法警官学院,保定,司法部,0,0,政法,2,0, 河北省保定市七一中路103号,520,否,否,否
天津商业大学,天津市,天津市教育委员会,0,66,财经,0,0, 天津市北辰区津霸公路东口,520,否,否,否
河北大学,保定,河北省教育厅,0,209,综合,1,37, 中国河北省保定市五四东路180号,521,否,否,否
青岛农业大学,青岛,山东省教育厅,0,91,农业,0,0, 山东省 青岛市 城阳区 长城路700号,521,否,否,否
上海立信会计学院,无,上海市教育委员会,0,0,财经,0,0, 上海市松江大学城文翔路2800号,521,否,否,否
